NA_1555 	 objective
NA_3220 	 objective
NA_5515 	 objective
NA_5016 	 positive
NA_2491 	 neutral
NA_4069 	 positive
NA_2626 	 positive
NA_7047 	 objective
NA_T15114555 	 negative
NA_262 	 positive
NA_8969 	 positive
NA_1971 	 objective
NA_7111 	 objective
NA_T15112427 	 neutral
NA_6535 	 objective
NA_5403 	 neutral
NA_6862 	 negative
NA_8332 	 objective
NA_6737 	 positive
NA_5022 	 objective
NA_1059 	 neutral
NA_188 	 positive
NA_6985 	 negative
NA_6171 	 negative
NA_4722 	 negative
NA_T15115016 	 positive
NA_T15114548 	 neutral
NA_8922 	 positive
NA_T15111433 	 negative
NA_3450 	 objective
NA_2062 	 positive
NA_6878 	 negative
NA_T15111157 	 objective
NA_73 	 objective
NA_8933 	 objective
NA_1588 	 objective
NA_6923 	 neutral
NA_4940 	 objective
NA_2603 	 neutral
NA_T15116515 	 positive
NA_T15115210 	 positive
NA_8276 	 positive
NA_8400 	 objective
NA_5079 	 objective
NA_6723 	 objective
NA_3591 	 neutral
NA_6121 	 positive
NA_734 	 negative
NA_8495 	 objective
NA_583 	 negative
NA_8819 	 negative
NA_4504 	 positive
NA_8287 	 positive
NA_T15116206 	 neutral
NA_2424 	 positive
NA_8270 	 positive
NA_7156 	 objective
NA_1374 	 positive
NA_5218 	 positive
NA_7711 	 objective
NA_T15114109 	 objective
NA_T15114057 	 negative
NA_7722 	 negative
NA_4521 	 positive
NA_627 	 positive
NA_4554 	 negative
NA_5795 	 positive
NA_5184 	 negative
NA_6720 	 neutral
NA_T15113450 	 objective
NA_4506 	 negative
NA_5491 	 neutral
NA_3155 	 objective
NA_6036 	 negative
NA_T15116621 	 positive
NA_T15113765 	 objective
NA_5167 	 objective
NA_2815 	 neutral
NA_T15116544 	 neutral
NA_5562 	 negative
NA_3207 	 positive
NA_3525 	 negative
NA_6184 	 neutral
NA_T15113751 	 positive
NA_4036 	 objective
NA_3801 	 objective
NA_2596 	 positive
NA_8626 	 positive
NA_482 	 positive
NA_77 	 objective
NA_8750 	 positive
NA_3752 	 positive
NA_4914 	 objective
NA_1003 	 negative
NA_8711 	 positive
NA_T15111892 	 positive
NA_8420 	 negative
NA_7595 	 positive
NA_1333 	 positive
NA_2341 	 positive
NA_6188 	 negative
NA_3438 	 objective
NA_T15113187 	 neutral
NA_7698 	 objective
NA_6037 	 neutral
NA_6585 	 positive
NA_T15113822 	 negative
NA_1046 	 neutral
NA_1869 	 neutral
NA_7519 	 positive
NA_T15114971 	 positive
NA_7027 	 negative
NA_2571 	 negative
NA_5522 	 neutral
NA_T15113149 	 positive
NA_T15115040 	 positive
NA_6553 	 negative
NA_4656 	 negative
NA_2868 	 positive
NA_8090 	 positive
NA_7867 	 positive
NA_1647 	 neutral
NA_1286 	 objective
NA_8761 	 positive
NA_T15112578 	 positive
NA_5237 	 neutral
NA_T15114787 	 objective
NA_7218 	 positive
NA_7866 	 objective
NA_778 	 positive
NA_6259 	 objective
NA_7162 	 positive
NA_1957 	 positive
NA_2633 	 objective
NA_3661 	 positive
NA_3273 	 positive
NA_T15114430 	 positive
NA_6773 	 positive
NA_3557 	 objective
NA_T15114785 	 objective
NA_503 	 neutral
NA_5602 	 positive
NA_5714 	 positive
NA_6208 	 neutral
NA_5460 	 positive
NA_T15114016 	 negative
NA_T15112106 	 neutral
NA_4140 	 neutral
NA_2023 	 positive
NA_3693 	 neutral
NA_1336 	 objective
NA_T15112827 	 negative
NA_T15116228 	 positive
NA_3295 	 positive
NA_817 	 objective
NA_7025 	 positive
NA_1803 	 objective
NA_2000 	 positive
NA_1347 	 objective
NA_4366 	 positive
NA_3381 	 positive
NA_6718 	 objective
NA_509 	 negative
NA_T15111655 	 positive
NA_826 	 objective
NA_3180 	 objective
NA_92 	 positive
NA_1230 	 positive
NA_4342 	 neutral
NA_6119 	 objective
NA_T15111309 	 positive
NA_5984 	 neutral
NA_T15112666 	 neutral
NA_T15111551 	 positive
NA_4377 	 positive
NA_3702 	 positive
NA_5345 	 objective
NA_4590 	 objective
NA_6893 	 neutral
NA_6068 	 objective
NA_T15116390 	 objective
NA_4615 	 neutral
NA_7115 	 positive
NA_4286 	 objective
NA_T15114254 	 positive
NA_T15114317 	 negative
NA_T15115677 	 negative
NA_119 	 positive
NA_5414 	 objective
NA_1450 	 positive
NA_1446 	 objective
NA_218 	 positive
NA_7006 	 positive
NA_8218 	 negative
NA_5230 	 neutral
NA_208 	 negative
NA_2709 	 positive
NA_1143 	 objective
NA_T15113601 	 objective
NA_883 	 objective
NA_T15113375 	 negative
NA_1984 	 objective
NA_5900 	 neutral
NA_T15116090 	 positive
NA_T15115589 	 negative
NA_T15116133 	 positive
NA_T15114982 	 neutral
NA_4208 	 negative
NA_5567 	 objective
NA_7541 	 neutral
NA_5523 	 objective
NA_8206 	 neutral
NA_T15111556 	 positive
NA_3813 	 negative
NA_T15112748 	 neutral
NA_2014 	 neutral
NA_5819 	 positive
NA_2319 	 positive
NA_799 	 positive
NA_8599 	 objective
NA_1843 	 objective
NA_8272 	 objective
NA_4597 	 positive
NA_1132 	 positive
NA_T15113378 	 positive
NA_3871 	 positive
NA_3407 	 positive
NA_3509 	 negative
NA_8591 	 positive
NA_4471 	 objective
NA_4876 	 negative
NA_2010 	 positive
NA_2870 	 objective
NA_2099 	 neutral
NA_7430 	 positive
NA_4156 	 negative
NA_4421 	 neutral
NA_T15113843 	 positive
NA_T15111473 	 positive
NA_5660 	 positive
NA_4719 	 positive
NA_3141 	 neutral
NA_T15111832 	 positive
NA_T15113738 	 objective
NA_5534 	 objective
NA_3952 	 objective
NA_T15113930 	 positive
NA_7290 	 positive
NA_T15116211 	 negative
NA_6350 	 positive
NA_T15112376 	 positive
NA_T15113670 	 neutral
NA_T15114695 	 negative
NA_5964 	 positive
NA_T15114610 	 objective
NA_T15113938 	 objective
NA_8654 	 neutral
NA_5275 	 objective
NA_440 	 objective
NA_5487 	 negative
NA_T15116239 	 objective
NA_1933 	 positive
NA_2862 	 objective
NA_6733 	 objective
NA_T15116084 	 objective
NA_2793 	 objective
NA_7503 	 positive
NA_5524 	 positive
NA_4207 	 positive
NA_1452 	 objective
NA_7365 	 positive
NA_T15112741 	 negative
NA_T15113961 	 objective
NA_755 	 positive
NA_T15116067 	 negative
NA_6256 	 objective
NA_T15116013 	 positive
NA_1983 	 objective
NA_4520 	 neutral
NA_T15115962 	 positive
NA_4787 	 negative
NA_1239 	 negative
NA_7760 	 neutral
NA_5785 	 objective
NA_T15113705 	 negative
NA_5152 	 objective
NA_2465 	 positive
NA_T15115013 	 objective
NA_T15112082 	 objective
NA_T15116243 	 neutral
NA_3931 	 positive
NA_1075 	 positive
NA_4753 	 objective
NA_T15115529 	 objective
NA_8938 	 positive
NA_5021 	 neutral
NA_1962 	 neutral
NA_7355 	 neutral
NA_2748 	 negative
NA_T15115308 	 positive
NA_3571 	 objective
NA_7942 	 objective
NA_8900 	 objective
NA_T15114295 	 neutral
NA_6576 	 neutral
NA_1750 	 neutral
NA_T15113509 	 objective
NA_5625 	 objective
NA_8736 	 objective
NA_5630 	 negative
NA_5122 	 negative
NA_8417 	 objective
NA_3596 	 negative
NA_T15116197 	 positive
NA_7615 	 objective
NA_7385 	 objective
NA_5338 	 objective
NA_T15113696 	 neutral
NA_T15112885 	 objective
NA_3140 	 positive
NA_576 	 positive
NA_T15116488 	 positive
NA_5471 	 negative
NA_5159 	 positive
NA_5102 	 positive
NA_7735 	 positive
NA_6448 	 objective
NA_T15114015 	 objective
NA_7338 	 objective
NA_8700 	 negative
NA_7968 	 positive
NA_4397 	 positive
NA_6721 	 negative
NA_7753 	 positive
NA_5937 	 negative
NA_3481 	 negative
NA_2093 	 objective
NA_5126 	 negative
NA_6136 	 negative
NA_8866 	 negative
NA_6971 	 neutral
NA_6600 	 objective
NA_T15112359 	 positive
NA_T15114091 	 positive
NA_1739 	 neutral
NA_4150 	 positive
NA_239 	 positive
NA_923 	 positive
NA_836 	 objective
NA_7648 	 negative
NA_1318 	 positive
NA_2771 	 objective
NA_T15111197 	 neutral
NA_4151 	 objective
NA_1081 	 neutral
NA_4455 	 neutral
NA_5416 	 objective
NA_4023 	 positive
NA_5927 	 positive
NA_5356 	 neutral
NA_2336 	 positive
NA_3891 	 neutral
NA_661 	 negative
NA_1484 	 objective
NA_802 	 negative
NA_5661 	 objective
NA_8602 	 positive
NA_6940 	 neutral
NA_711 	 negative
NA_1279 	 negative
NA_3573 	 positive
NA_6608 	 objective
NA_6611 	 positive
NA_7331 	 objective
NA_2407 	 positive
NA_8055 	 objective
NA_T15111817 	 objective
NA_T15114798 	 objective
NA_T15115022 	 positive
NA_T15113801 	 objective
NA_7144 	 negative
NA_2620 	 objective
NA_T15115512 	 objective
NA_8191 	 neutral
NA_8941 	 objective
NA_T15114323 	 objective
NA_6073 	 objective
NA_6493 	 positive
NA_1763 	 positive
NA_6445 	 objective
NA_6647 	 neutral
NA_T15115689 	 positive
NA_3235 	 negative
NA_T15113458 	 objective
NA_1641 	 objective
NA_6278 	 positive
NA_T15111653 	 objective
NA_1830 	 negative
NA_3426 	 objective
NA_8148 	 negative
NA_8222 	 neutral
NA_5801 	 objective
NA_479 	 positive
NA_T15112472 	 objective
NA_2790 	 neutral
NA_8544 	 neutral
NA_3304 	 objective
NA_1666 	 positive
NA_8049 	 negative
NA_5307 	 positive
NA_3544 	 positive
NA_T15113169 	 objective
NA_T15113004 	 neutral
NA_3736 	 negative
NA_3904 	 positive
NA_1949 	 negative
NA_2396 	 objective
NA_4750 	 positive
NA_5971 	 positive
NA_6714 	 neutral
NA_T15114445 	 objective
NA_5614 	 objective
NA_7368 	 negative
NA_2029 	 negative
NA_8903 	 negative
NA_6169 	 objective
NA_6444 	 positive
NA_T15112873 	 objective
NA_3283 	 objective
NA_6537 	 positive
NA_3456 	 objective
NA_T15114762 	 positive
NA_1860 	 neutral
NA_849 	 positive
NA_1431 	 neutral
NA_5803 	 positive
NA_1002 	 positive
NA_6821 	 neutral
NA_7931 	 positive
NA_T15114227 	 positive
NA_8719 	 neutral
NA_8409 	 positive
NA_6995 	 positive
NA_8756 	 objective
NA_50 	 positive
NA_1006 	 neutral
NA_8140 	 positive
NA_3535 	 negative
NA_673 	 objective
NA_8329 	 positive
NA_7612 	 positive
NA_6344 	 neutral
NA_5510 	 positive
NA_T15114717 	 objective
NA_T15112561 	 neutral
NA_1262 	 positive
NA_T15113170 	 positive
NA_T15114774 	 neutral
NA_3278 	 neutral
NA_4235 	 positive
NA_8487 	 positive
NA_4830 	 negative
NA_1536 	 negative
NA_6800 	 positive
NA_7207 	 positive
NA_T15112533 	 neutral
NA_8371 	 neutral
NA_868 	 positive
NA_5243 	 objective
NA_T15114965 	 neutral
NA_5009 	 positive
NA_4269 	 negative
NA_1623 	 positive
NA_2824 	 positive
NA_6822 	 objective
NA_8204 	 negative
NA_8923 	 positive
NA_6998 	 positive
NA_1662 	 negative
NA_5529 	 neutral
NA_8052 	 positive
NA_T15113390 	 negative
NA_T15111406 	 positive
NA_1366 	 objective
NA_1152 	 neutral
NA_1400 	 positive
NA_5865 	 positive
NA_4281 	 objective
NA_8628 	 objective
NA_7112 	 objective
NA_2429 	 negative
NA_T15116584 	 neutral
NA_4109 	 positive
NA_4867 	 positive
NA_T15113405 	 negative
NA_3231 	 positive
NA_1746 	 positive
NA_2639 	 objective
NA_4350 	 positive
NA_8419 	 positive
NA_5358 	 negative
NA_6074 	 neutral
NA_5250 	 objective
NA_2839 	 objective
NA_3811 	 negative
NA_4755 	 positive
NA_5217 	 objective
NA_8229 	 positive
NA_1039 	 positive
NA_6383 	 objective
NA_3334 	 objective
NA_2643 	 objective
NA_3922 	 neutral
NA_6004 	 positive
NA_6512 	 positive
NA_7558 	 objective
NA_1190 	 positive
NA_1900 	 negative
NA_4855 	 objective
NA_T15116300 	 positive
NA_2234 	 positive
NA_8695 	 neutral
NA_65 	 neutral
NA_3789 	 negative
NA_5759 	 objective
NA_T15111829 	 positive
NA_T15112146 	 positive
NA_6530 	 positive
NA_3833 	 negative
NA_1134 	 positive
NA_663 	 positive
NA_1676 	 positive
NA_722 	 neutral
NA_8620 	 objective
NA_8387 	 objective
NA_7118 	 objective
NA_3680 	 positive
NA_2079 	 objective
NA_4311 	 positive
NA_5417 	 negative
NA_7917 	 neutral
NA_5058 	 positive
NA_T15115980 	 positive
NA_5993 	 positive
NA_4167 	 positive
NA_T15112499 	 objective
NA_2593 	 positive
NA_4048 	 positive
NA_T15114060 	 objective
NA_6415 	 positive
NA_3245 	 negative
NA_6335 	 positive
NA_8779 	 neutral
NA_410 	 negative
NA_T15111822 	 positive
NA_4308 	 positive
NA_1479 	 objective
NA_2462 	 positive
NA_8536 	 objective
NA_3427 	 objective
NA_7794 	 neutral
NA_8611 	 objective
NA_4802 	 positive
NA_4488 	 negative
NA_7089 	 objective
NA_7393 	 neutral
NA_4647 	 negative
NA_T15114379 	 objective
NA_145 	 objective
NA_6009 	 objective
NA_5506 	 negative
NA_7056 	 negative
NA_8855 	 objective
NA_T15114669 	 positive
NA_7988 	 objective
NA_T15113315 	 positive
NA_T15116007 	 positive
NA_1730 	 positive
NA_T15115824 	 objective
NA_T15115082 	 neutral
NA_T15112374 	 objective
NA_126 	 negative
NA_7210 	 objective
NA_4263 	 neutral
NA_640 	 positive
NA_3716 	 positive
NA_7950 	 objective
NA_930 	 objective
NA_8226 	 positive
NA_8456 	 positive
NA_1342 	 objective
NA_1582 	 positive
NA_7216 	 positive
NA_377 	 positive
NA_8687 	 positive
NA_6539 	 neutral
NA_787 	 objective
NA_4509 	 neutral
NA_3317 	 objective
NA_931 	 neutral
NA_T15112782 	 objective
NA_1616 	 positive
NA_830 	 positive
NA_2019 	 objective
NA_5374 	 positive
NA_7489 	 objective
NA_8120 	 positive
NA_2782 	 positive
NA_1561 	 positive
NA_3187 	 positive
NA_1395 	 positive
NA_6726 	 neutral
NA_3290 	 positive
NA_3036 	 positive
NA_3239 	 positive
NA_6581 	 negative
NA_T15111706 	 neutral
NA_2482 	 positive
NA_1972 	 positive
NA_T15114848 	 objective
NA_6234 	 positive
NA_3169 	 positive
NA_5212 	 objective
NA_8674 	 positive
NA_T15112823 	 neutral
NA_6274 	 positive
NA_6247 	 objective
NA_T15113383 	 objective
NA_4950 	 positive
NA_3974 	 objective
NA_5550 	 negative
NA_2722 	 positive
NA_1809 	 objective
NA_T15114585 	 positive
NA_4863 	 negative
NA_T15114507 	 negative
NA_T15115440 	 negative
NA_8744 	 negative
NA_T15115643 	 neutral
NA_7701 	 positive
NA_2699 	 positive
NA_7266 	 negative
NA_8618 	 neutral
NA_T15113818 	 neutral
NA_318 	 neutral
NA_T15112204 	 positive
NA_T15112962 	 positive
NA_3061 	 negative
NA_8521 	 objective
NA_7500 	 neutral
NA_2955 	 negative
NA_8877 	 negative
NA_8069 	 positive
NA_1908 	 objective
NA_8288 	 positive
NA_T15112100 	 objective
NA_4738 	 positive
NA_T15111355 	 negative
NA_8958 	 positive
NA_5466 	 positive
NA_2964 	 objective
NA_2983 	 objective
NA_T15112723 	 negative
NA_8698 	 objective
NA_T15114809 	 positive
NA_T15114191 	 objective
NA_2702 	 negative
NA_2944 	 negative
NA_7546 	 neutral
NA_8458 	 positive
NA_1326 	 neutral
NA_6141 	 positive
NA_T15111340 	 objective
NA_7938 	 positive
NA_4163 	 negative
NA_7953 	 objective
NA_T15112443 	 negative
NA_T15116329 	 objective
NA_8376 	 objective
NA_8865 	 positive
NA_T15116495 	 neutral
NA_4469 	 objective
NA_6402 	 objective
NA_1136 	 negative
NA_1522 	 objective
NA_T15111786 	 positive
NA_T15114251 	 objective
NA_1812 	 neutral
NA_7771 	 neutral
NA_3822 	 positive
NA_5110 	 negative
NA_5753 	 positive
NA_199 	 positive
NA_T15111721 	 positive
NA_4080 	 positive
NA_2518 	 positive
NA_7596 	 positive
NA_T15114693 	 positive
NA_5150 	 objective
NA_T15116555 	 objective
NA_7447 	 neutral
NA_2712 	 positive
NA_5075 	 objective
NA_5000 	 positive
NA_4831 	 negative
NA_T15116048 	 neutral
NA_780 	 positive
NA_7818 	 positive
NA_2184 	 positive
NA_T15116614 	 positive
NA_6560 	 objective
NA_1091 	 positive
NA_3279 	 positive
NA_1523 	 neutral
NA_T15113072 	 negative
NA_7992 	 positive
NA_T15114826 	 objective
NA_2671 	 positive
NA_4680 	 neutral
NA_2331 	 neutral
NA_7801 	 neutral
NA_6518 	 neutral
NA_4872 	 positive
NA_2663 	 negative
NA_T15115148 	 objective
NA_1834 	 positive
NA_2776 	 positive
NA_3420 	 positive
NA_6139 	 objective
NA_8590 	 objective
NA_8547 	 neutral
NA_T15114187 	 objective
NA_1844 	 positive
NA_5425 	 positive
NA_1725 	 positive
NA_8111 	 positive
NA_T15115737 	 neutral
NA_T15111781 	 objective
NA_T15111776 	 positive
NA_7166 	 negative
NA_1731 	 objective
NA_4331 	 positive
NA_3610 	 negative
NA_T15111500 	 positive
NA_8604 	 negative
NA_7154 	 neutral
NA_7912 	 negative
NA_3510 	 objective
NA_7767 	 positive
NA_1005 	 objective
NA_2409 	 objective
NA_1284 	 objective
NA_899 	 negative
NA_T15116580 	 positive
NA_4120 	 negative
NA_373 	 positive
NA_5367 	 positive
NA_2500 	 positive
NA_2584 	 positive
NA_672 	 neutral
NA_T15113883 	 objective
NA_497 	 positive
NA_3802 	 positive
NA_8721 	 negative
NA_2697 	 objective
NA_T15116574 	 positive
NA_7139 	 objective
NA_T15113543 	 negative
NA_283 	 objective
NA_T15115054 	 positive
NA_4885 	 neutral
NA_1780 	 objective
NA_4599 	 objective
NA_T15114560 	 negative
NA_5943 	 positive
NA_379 	 objective
NA_8873 	 objective
NA_2556 	 objective
NA_6428 	 negative
NA_5083 	 objective
NA_1564 	 positive
NA_T15111520 	 neutral
NA_2627 	 positive
NA_5796 	 positive
NA_1791 	 positive
NA_T15116063 	 neutral
NA_5879 	 positive
NA_7704 	 neutral
NA_8355 	 objective
NA_6172 	 positive
NA_3312 	 positive
NA_2751 	 positive
NA_3055 	 neutral
NA_8653 	 negative
NA_2821 	 neutral
NA_5653 	 positive
NA_3567 	 negative
NA_T15111607 	 neutral
NA_3842 	 neutral
NA_4648 	 positive
NA_7785 	 objective
NA_7128 	 objective
NA_1533 	 neutral
NA_T15115427 	 neutral
NA_8968 	 objective
NA_2290 	 objective
NA_6798 	 objective
NA_1107 	 objective
NA_8684 	 negative
NA_T15114157 	 objective
NA_7715 	 positive
NA_5848 	 positive
NA_3549 	 positive
NA_5725 	 positive
NA_T15115030 	 neutral
NA_8077 	 positive
NA_8962 	 neutral
NA_8151 	 neutral
NA_539 	 positive
NA_6298 	 neutral
NA_997 	 objective
NA_2745 	 neutral
NA_T15113159 	 negative
NA_3569 	 objective
NA_2257 	 negative
NA_7852 	 objective
NA_T15112613 	 objective
NA_3887 	 neutral
NA_5869 	 positive
NA_4000 	 positive
NA_T15116150 	 positive
NA_5758 	 positive
NA_7606 	 negative
NA_5958 	 negative
NA_854 	 positive
NA_T15113096 	 neutral
NA_4122 	 positive
NA_T15116097 	 positive
NA_T15113274 	 negative
NA_T15116167 	 neutral
NA_3492 	 positive
NA_1591 	 positive
NA_1779 	 neutral
NA_T15111183 	 positive
NA_8064 	 positive
NA_945 	 neutral
NA_7675 	 objective
NA_T15115565 	 positive
NA_T15111657 	 neutral
NA_T15116060 	 positive
NA_5570 	 neutral
NA_5226 	 negative
NA_T15116722 	 neutral
NA_4362 	 objective
NA_2403 	 negative
NA_T15114172 	 negative
NA_1673 	 neutral
NA_4875 	 objective
NA_3757 	 negative
NA_4843 	 positive
NA_1937 	 negative
NA_5350 	 objective
NA_6099 	 objective
NA_4725 	 objective
NA_T15113631 	 objective
NA_4363 	 neutral
NA_1127 	 negative
NA_8638 	 objective
NA_7582 	 positive
NA_3633 	 positive
NA_487 	 neutral
NA_1854 	 objective
NA_6993 	 positive
NA_6815 	 neutral
NA_1328 	 objective
NA_8567 	 positive
NA_8781 	 neutral
NA_T15113878 	 negative
NA_4184 	 positive
NA_T15113319 	 objective
NA_1738 	 objective
NA_4834 	 objective
NA_2226 	 objective
NA_2007 	 objective
NA_1126 	 positive
NA_2843 	 neutral
NA_986 	 objective
NA_1040 	 negative
NA_4747 	 objective
NA_6398 	 objective
NA_8685 	 neutral
NA_1875 	 negative
NA_8033 	 positive
NA_5799 	 objective
NA_8824 	 objective
NA_T15112455 	 positive
NA_8485 	 positive
NA_3908 	 objective
NA_5134 	 objective
NA_7516 	 objective
NA_4541 	 positive
NA_1892 	 positive
NA_T15114256 	 positive
NA_6198 	 positive
NA_7328 	 positive
NA_6391 	 positive
NA_4273 	 positive
NA_6536 	 negative
NA_1135 	 neutral
NA_8725 	 positive
NA_3500 	 neutral
NA_842 	 objective
NA_T15112435 	 objective
NA_5616 	 positive
NA_1246 	 positive
NA_4646 	 positive
NA_T15115472 	 positive
NA_643 	 neutral
NA_6348 	 negative
NA_3998 	 neutral
NA_3447 	 positive
NA_2986 	 negative
NA_6137 	 positive
NA_8179 	 negative
NA_7688 	 positive
NA_2742 	 objective
NA_808 	 objective
NA_T15111180 	 positive
NA_5444 	 neutral
NA_T15111946 	 positive
NA_6599 	 objective
NA_3973 	 negative
NA_8471 	 objective
NA_1240 	 positive
NA_8167 	 objective
NA_1701 	 positive
NA_8421 	 neutral
NA_2768 	 negative
NA_2430 	 positive
NA_8088 	 positive
NA_3136 	 positive
NA_3615 	 positive
NA_T15113418 	 objective
NA_6785 	 positive
NA_T15114558 	 neutral
NA_8101 	 positive
NA_6601 	 neutral
NA_7726 	 neutral
NA_551 	 positive
NA_4947 	 positive
NA_8728 	 objective
NA_T15111632 	 positive
NA_T15115663 	 objective
NA_3234 	 objective
NA_5832 	 objective
NA_5050 	 negative
NA_4720 	 objective
NA_5875 	 positive
NA_7007 	 objective
NA_6956 	 neutral
NA_5608 	 negative
NA_T15114608 	 positive
NA_2792 	 objective
NA_7555 	 positive
NA_T15112855 	 neutral
NA_T15111235 	 objective
NA_3508 	 neutral
NA_2785 	 positive
NA_3749 	 negative
NA_2394 	 neutral
NA_6982 	 objective
NA_2454 	 negative
NA_8506 	 positive
NA_8959 	 positive
NA_7966 	 negative
NA_7620 	 objective
NA_T15115865 	 positive
NA_T15116018 	 positive
NA_T15116306 	 objective
NA_2142 	 positive
NA_T15114681 	 negative
NA_2744 	 positive
NA_6921 	 neutral
NA_8432 	 positive
NA_1172 	 objective
NA_T15111348 	 negative
NA_T15112963 	 neutral
NA_8170 	 neutral
NA_8890 	 positive
NA_3560 	 positive
NA_T15116274 	 neutral
NA_T15115279 	 objective
NA_T15113934 	 positive
NA_5039 	 positive
NA_4640 	 objective
NA_1491 	 positive
NA_2954 	 objective
NA_6841 	 positive
NA_902 	 objective
NA_4144 	 neutral
NA_3631 	 objective
NA_T15116132 	 neutral
NA_4816 	 positive
NA_4127 	 objective
NA_942 	 positive
NA_1531 	 positive
NA_T15112554 	 positive
NA_8671 	 positive
NA_1568 	 objective
NA_1185 	 objective
NA_T15116266 	 objective
NA_4135 	 negative
NA_7935 	 negative
NA_2825 	 positive
NA_1560 	 negative
NA_7018 	 positive
NA_3206 	 positive
NA_3859 	 objective
NA_8294 	 positive
NA_1781 	 positive
NA_T15114000 	 positive
NA_2480 	 negative
